"Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","NumCompaniesWorked","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager"
34,"Yes","Travel_Rarely",699,"Research & Development",6,1,"Medical",2,"Male",83,3,1,"Research Scientist",1,"Single",2960,17102,2,"No",11,3,3,0,8,2,3,4,2,1,3
34,"Yes","Travel_Rarely",699,"Research & Development",6,1,"Medical",2,"Male",83,3,1,"Research Scientist",1,"Single",2960,17102,2,"No",11,3,3,0,8,2,3,4,2,1,3
34,"Yes","Travel_Rarely",699,"Research & Development",6,1,"Medical",2,"Male",83,3,1,"Research Scientist",1,"Single",2960,17102,2,"No",11,3,3,0,8,2,3,4,2,1,3
24,"Yes","Travel_Rarely",813,"Research & Development",1,3,"Medical",2,"Male",61,3,1,"Research Scientist",4,"Married",2293,3020,2,"Yes",16,3,1,1,6,2,2,2,0,2,0
24,"Yes","Travel_Rarely",813,"Research & Development",1,3,"Medical",2,"Male",61,3,1,"Research Scientist",4,"Married",2293,3020,2,"Yes",16,3,1,1,6,2,2,2,0,2,0
24,"Yes","Travel_Rarely",813,"Research & Development",1,3,"Medical",2,"Male",61,3,1,"Research Scientist",4,"Married",2293,3020,2,"Yes",16,3,1,1,6,2,2,2,0,2,0
24,"Yes","Travel_Rarely",813,"Research & Development",1,3,"Medical",2,"Male",61,3,1,"Research Scientist",4,"Married",2293,3020,2,"Yes",16,3,1,1,6,2,2,2,0,2,0
24,"Yes","Travel_Rarely",813,"Research & Development",1,3,"Medical",2,"Male",61,3,1,"Research Scientist",4,"Married",2293,3020,2,"Yes",16,3,1,1,6,2,2,2,0,2,0
50,"Yes","Travel_Rarely",869,"Sales",3,2,"Marketing",1,"Male",86,2,1,"Sales Representative",3,"Married",2683,3810,1,"Yes",14,3,3,0,3,2,3,3,2,0,2
50,"Yes","Travel_Rarely",869,"Sales",3,2,"Marketing",1,"Male",86,2,1,"Sales Representative",3,"Married",2683,3810,1,"Yes",14,3,3,0,3,2,3,3,2,0,2
50,"Yes","Travel_Rarely",869,"Sales",3,2,"Marketing",1,"Male",86,2,1,"Sales Representative",3,"Married",2683,3810,1,"Yes",14,3,3,0,3,2,3,3,2,0,2
50,"Yes","Travel_Rarely",869,"Sales",3,2,"Marketing",1,"Male",86,2,1,"Sales Representative",3,"Married",2683,3810,1,"Yes",14,3,3,0,3,2,3,3,2,0,2
50,"Yes","Travel_Rarely",869,"Sales",3,2,"Marketing",1,"Male",86,2,1,"Sales Representative",3,"Married",2683,3810,1,"Yes",14,3,3,0,3,2,3,3,2,0,2
26,"Yes","Travel_Rarely",1357,"Research & Development",25,3,"Life Sciences",1,"Male",48,1,1,"Laboratory Technician",3,"Single",2293,10558,1,"No",12,3,3,0,1,2,2,1,0,0,1
26,"Yes","Travel_Rarely",1357,"Research & Development",25,3,"Life Sciences",1,"Male",48,1,1,"Laboratory Technician",3,"Single",2293,10558,1,"No",12,3,3,0,1,2,2,1,0,0,1
26,"Yes","Travel_Rarely",1357,"Research & Development",25,3,"Life Sciences",1,"Male",48,1,1,"Laboratory Technician",3,"Single",2293,10558,1,"No",12,3,3,0,1,2,2,1,0,0,1
26,"Yes","Travel_Rarely",1357,"Research & Development",25,3,"Life Sciences",1,"Male",48,1,1,"Laboratory Technician",3,"Single",2293,10558,1,"No",12,3,3,0,1,2,2,1,0,0,1
26,"Yes","Travel_Rarely",1357,"Research & Development",25,3,"Life Sciences",1,"Male",48,1,1,"Laboratory Technician",3,"Single",2293,10558,1,"No",12,3,3,0,1,2,2,1,0,0,1
28,"Yes","Travel_Rarely",1434,"Research & Development",5,4,"Technical Degree",3,"Male",50,3,1,"Laboratory Technician",3,"Single",3441,11179,1,"Yes",13,3,3,0,2,3,2,2,2,2,2
28,"Yes","Travel_Rarely",1434,"Research & Development",5,4,"Technical Degree",3,"Male",50,3,1,"Laboratory Technician",3,"Single",3441,11179,1,"Yes",13,3,3,0,2,3,2,2,2,2,2
28,"Yes","Travel_Rarely",1434,"Research & Development",5,4,"Technical Degree",3,"Male",50,3,1,"Laboratory Technician",3,"Single",3441,11179,1,"Yes",13,3,3,0,2,3,2,2,2,2,2
28,"Yes","Travel_Rarely",1434,"Research & Development",5,4,"Technical Degree",3,"Male",50,3,1,"Laboratory Technician",3,"Single",3441,11179,1,"Yes",13,3,3,0,2,3,2,2,2,2,2
28,"Yes","Travel_Rarely",1434,"Research & Development",5,4,"Technical Degree",3,"Male",50,3,1,"Laboratory Technician",3,"Single",3441,11179,1,"Yes",13,3,3,0,2,3,2,2,2,2,2
46,"Yes","Travel_Rarely",669,"Sales",9,2,"Medical",3,"Male",64,2,3,"Sales Executive",4,"Single",9619,13596,1,"No",16,3,4,0,9,3,3,9,8,4,7
46,"Yes","Travel_Rarely",669,"Sales",9,2,"Medical",3,"Male",64,2,3,"Sales Executive",4,"Single",9619,13596,1,"No",16,3,4,0,9,3,3,9,8,4,7
46,"Yes","Travel_Rarely",669,"Sales",9,2,"Medical",3,"Male",64,2,3,"Sales Executive",4,"Single",9619,13596,1,"No",16,3,4,0,9,3,3,9,8,4,7
46,"Yes","Travel_Rarely",669,"Sales",9,2,"Medical",3,"Male",64,2,3,"Sales Executive",4,"Single",9619,13596,1,"No",16,3,4,0,9,3,3,9,8,4,7
46,"Yes","Travel_Rarely",669,"Sales",9,2,"Medical",3,"Male",64,2,3,"Sales Executive",4,"Single",9619,13596,1,"No",16,3,4,0,9,3,3,9,8,4,7
25,"Yes","Travel_Rarely",240,"Sales",5,3,"Marketing",3,"Male",46,2,2,"Sales Executive",3,"Single",5744,26959,1,"Yes",11,3,4,0,6,1,3,6,4,0,3
25,"Yes","Travel_Rarely",240,"Sales",5,3,"Marketing",3,"Male",46,2,2,"Sales Executive",3,"Single",5744,26959,1,"Yes",11,3,4,0,6,1,3,6,4,0,3
25,"Yes","Travel_Rarely",240,"Sales",5,3,"Marketing",3,"Male",46,2,2,"Sales Executive",3,"Single",5744,26959,1,"Yes",11,3,4,0,6,1,3,6,4,0,3
25,"Yes","Travel_Rarely",240,"Sales",5,3,"Marketing",3,"Male",46,2,2,"Sales Executive",3,"Single",5744,26959,1,"Yes",11,3,4,0,6,1,3,6,4,0,3
25,"Yes","Travel_Rarely",240,"Sales",5,3,"Marketing",3,"Male",46,2,2,"Sales Executive",3,"Single",5744,26959,1,"Yes",11,3,4,0,6,1,3,6,4,0,3
19,"Yes","Travel_Rarely",528,"Sales",22,1,"Marketing",4,"Male",50,3,1,"Sales Representative",3,"Single",1675,26820,1,"Yes",19,3,4,0,0,2,2,0,0,0,0
19,"Yes","Travel_Rarely",528,"Sales",22,1,"Marketing",4,"Male",50,3,1,"Sales Representative",3,"Single",1675,26820,1,"Yes",19,3,4,0,0,2,2,0,0,0,0
19,"Yes","Travel_Rarely",528,"Sales",22,1,"Marketing",4,"Male",50,3,1,"Sales Representative",3,"Single",1675,26820,1,"Yes",19,3,4,0,0,2,2,0,0,0,0
19,"Yes","Travel_Rarely",528,"Sales",22,1,"Marketing",4,"Male",50,3,1,"Sales Representative",3,"Single",1675,26820,1,"Yes",19,3,4,0,0,2,2,0,0,0,0
19,"Yes","Travel_Rarely",528,"Sales",22,1,"Marketing",4,"Male",50,3,1,"Sales Representative",3,"Single",1675,26820,1,"Yes",19,3,4,0,0,2,2,0,0,0,0
31,"Yes","Travel_Rarely",542,"Sales",20,3,"Life Sciences",2,"Female",71,1,2,"Sales Executive",3,"Married",4559,24788,3,"Yes",11,3,3,1,4,2,3,2,2,2,2
31,"Yes","Travel_Rarely",542,"Sales",20,3,"Life Sciences",2,"Female",71,1,2,"Sales Executive",3,"Married",4559,24788,3,"Yes",11,3,3,1,4,2,3,2,2,2,2
31,"Yes","Travel_Rarely",542,"Sales",20,3,"Life Sciences",2,"Female",71,1,2,"Sales Executive",3,"Married",4559,24788,3,"Yes",11,3,3,1,4,2,3,2,2,2,2
31,"Yes","Travel_Rarely",542,"Sales",20,3,"Life Sciences",2,"Female",71,1,2,"Sales Executive",3,"Married",4559,24788,3,"Yes",11,3,3,1,4,2,3,2,2,2,2
31,"Yes","Travel_Rarely",542,"Sales",20,3,"Life Sciences",2,"Female",71,1,2,"Sales Executive",3,"Married",4559,24788,3,"Yes",11,3,3,1,4,2,3,2,2,2,2
51,"Yes","Travel_Frequently",1150,"Research & Development",8,4,"Life Sciences",1,"Male",53,1,3,"Manufacturing Director",4,"Single",10650,25150,2,"No",15,3,4,0,18,2,3,4,2,0,3
51,"Yes","Travel_Frequently",1150,"Research & Development",8,4,"Life Sciences",1,"Male",53,1,3,"Manufacturing Director",4,"Single",10650,25150,2,"No",15,3,4,0,18,2,3,4,2,0,3
51,"Yes","Travel_Frequently",1150,"Research & Development",8,4,"Life Sciences",1,"Male",53,1,3,"Manufacturing Director",4,"Single",10650,25150,2,"No",15,3,4,0,18,2,3,4,2,0,3
51,"Yes","Travel_Frequently",1150,"Research & Development",8,4,"Life Sciences",1,"Male",53,1,3,"Manufacturing Director",4,"Single",10650,25150,2,"No",15,3,4,0,18,2,3,4,2,0,3
51,"Yes","Travel_Frequently",1150,"Research & Development",8,4,"Life Sciences",1,"Male",53,1,3,"Manufacturing Director",4,"Single",10650,25150,2,"No",15,3,4,0,18,2,3,4,2,0,3
35,"Yes","Travel_Rarely",556,"Research & Development",23,2,"Life Sciences",2,"Male",50,2,2,"Manufacturing Director",3,"Married",5916,15497,3,"Yes",13,3,1,0,8,1,3,1,0,0,1
35,"Yes","Travel_Rarely",556,"Research & Development",23,2,"Life Sciences",2,"Male",50,2,2,"Manufacturing Director",3,"Married",5916,15497,3,"Yes",13,3,1,0,8,1,3,1,0,0,1
35,"Yes","Travel_Rarely",556,"Research & Development",23,2,"Life Sciences",2,"Male",50,2,2,"Manufacturing Director",3,"Married",5916,15497,3,"Yes",13,3,1,0,8,1,3,1,0,0,1
35,"Yes","Travel_Rarely",556,"Research & Development",23,2,"Life Sciences",2,"Male",50,2,2,"Manufacturing Director",3,"Married",5916,15497,3,"Yes",13,3,1,0,8,1,3,1,0,0,1
35,"Yes","Travel_Rarely",556,"Research & Development",23,2,"Life Sciences",2,"Male",50,2,2,"Manufacturing Director",3,"Married",5916,15497,3,"Yes",13,3,1,0,8,1,3,1,0,0,1
38,"Yes","Travel_Rarely",1180,"Research & Development",29,1,"Medical",2,"Male",70,3,2,"Healthcare Representative",1,"Married",6673,11354,7,"Yes",19,3,2,0,17,2,3,1,0,0,0
38,"Yes","Travel_Rarely",1180,"Research & Development",29,1,"Medical",2,"Male",70,3,2,"Healthcare Representative",1,"Married",6673,11354,7,"Yes",19,3,2,0,17,2,3,1,0,0,0
38,"Yes","Travel_Rarely",1180,"Research & Development",29,1,"Medical",2,"Male",70,3,2,"Healthcare Representative",1,"Married",6673,11354,7,"Yes",19,3,2,0,17,2,3,1,0,0,0
38,"Yes","Travel_Rarely",1180,"Research & Development",29,1,"Medical",2,"Male",70,3,2,"Healthcare Representative",1,"Married",6673,11354,7,"Yes",19,3,2,0,17,2,3,1,0,0,0
38,"Yes","Travel_Rarely",1180,"Research & Development",29,1,"Medical",2,"Male",70,3,2,"Healthcare Representative",1,"Married",6673,11354,7,"Yes",19,3,2,0,17,2,3,1,0,0,0
29,"Yes","Travel_Rarely",992,"Research & Development",1,3,"Technical Degree",3,"Male",85,3,1,"Research Scientist",3,"Single",2058,19757,0,"No",14,3,4,0,7,1,2,6,2,1,5
29,"Yes","Travel_Rarely",992,"Research & Development",1,3,"Technical Degree",3,"Male",85,3,1,"Research Scientist",3,"Single",2058,19757,0,"No",14,3,4,0,7,1,2,6,2,1,5
29,"Yes","Travel_Rarely",992,"Research & Development",1,3,"Technical Degree",3,"Male",85,3,1,"Research Scientist",3,"Single",2058,19757,0,"No",14,3,4,0,7,1,2,6,2,1,5
29,"Yes","Travel_Rarely",992,"Research & Development",1,3,"Technical Degree",3,"Male",85,3,1,"Research Scientist",3,"Single",2058,19757,0,"No",14,3,4,0,7,1,2,6,2,1,5
29,"Yes","Travel_Rarely",992,"Research & Development",1,3,"Technical Degree",3,"Male",85,3,1,"Research Scientist",3,"Single",2058,19757,0,"No",14,3,4,0,7,1,2,6,2,1,5
29,"Yes","Travel_Rarely",896,"Research & Development",18,1,"Medical",3,"Male",86,2,1,"Research Scientist",4,"Single",2389,14961,1,"Yes",13,3,3,0,4,3,2,4,3,0,1
29,"Yes","Travel_Rarely",896,"Research & Development",18,1,"Medical",3,"Male",86,2,1,"Research Scientist",4,"Single",2389,14961,1,"Yes",13,3,3,0,4,3,2,4,3,0,1
29,"Yes","Travel_Rarely",896,"Research & Development",18,1,"Medical",3,"Male",86,2,1,"Research Scientist",4,"Single",2389,14961,1,"Yes",13,3,3,0,4,3,2,4,3,0,1
29,"Yes","Travel_Rarely",896,"Research & Development",18,1,"Medical",3,"Male",86,2,1,"Research Scientist",4,"Single",2389,14961,1,"Yes",13,3,3,0,4,3,2,4,3,0,1
29,"Yes","Travel_Rarely",896,"Research & Development",18,1,"Medical",3,"Male",86,2,1,"Research Scientist",4,"Single",2389,14961,1,"Yes",13,3,3,0,4,3,2,4,3,0,1
33,"Yes","Travel_Rarely",813,"Research & Development",14,3,"Medical",3,"Male",58,3,1,"Laboratory Technician",4,"Married",2436,22149,5,"Yes",13,3,3,1,8,2,1,5,4,0,4
33,"Yes","Travel_Rarely",813,"Research & Development",14,3,"Medical",3,"Male",58,3,1,"Laboratory Technician",4,"Married",2436,22149,5,"Yes",13,3,3,1,8,2,1,5,4,0,4
33,"Yes","Travel_Rarely",813,"Research & Development",14,3,"Medical",3,"Male",58,3,1,"Laboratory Technician",4,"Married",2436,22149,5,"Yes",13,3,3,1,8,2,1,5,4,0,4
33,"Yes","Travel_Rarely",813,"Research & Development",14,3,"Medical",3,"Male",58,3,1,"Laboratory Technician",4,"Married",2436,22149,5,"Yes",13,3,3,1,8,2,1,5,4,0,4
33,"Yes","Travel_Rarely",813,"Research & Development",14,3,"Medical",3,"Male",58,3,1,"Laboratory Technician",4,"Married",2436,22149,5,"Yes",13,3,3,1,8,2,1,5,4,0,4
32,"Yes","Travel_Rarely",515,"Research & Development",1,3,"Life Sciences",4,"Male",62,2,1,"Laboratory Technician",3,"Single",3730,9571,0,"Yes",14,3,4,0,4,2,1,3,2,1,2
32,"Yes","Travel_Rarely",515,"Research & Development",1,3,"Life Sciences",4,"Male",62,2,1,"Laboratory Technician",3,"Single",3730,9571,0,"Yes",14,3,4,0,4,2,1,3,2,1,2
32,"Yes","Travel_Rarely",515,"Research & Development",1,3,"Life Sciences",4,"Male",62,2,1,"Laboratory Technician",3,"Single",3730,9571,0,"Yes",14,3,4,0,4,2,1,3,2,1,2
32,"Yes","Travel_Rarely",515,"Research & Development",1,3,"Life Sciences",4,"Male",62,2,1,"Laboratory Technician",3,"Single",3730,9571,0,"Yes",14,3,4,0,4,2,1,3,2,1,2
32,"Yes","Travel_Rarely",515,"Research & Development",1,3,"Life Sciences",4,"Male",62,2,1,"Laboratory Technician",3,"Single",3730,9571,0,"Yes",14,3,4,0,4,2,1,3,2,1,2
31,"Yes","Travel_Frequently",307,"Research & Development",29,2,"Medical",3,"Male",71,2,1,"Laboratory Technician",2,"Single",3479,11652,0,"No",11,3,2,0,6,2,4,5,4,1,4
31,"Yes","Travel_Frequently",307,"Research & Development",29,2,"Medical",3,"Male",71,2,1,"Laboratory Technician",2,"Single",3479,11652,0,"No",11,3,2,0,6,2,4,5,4,1,4
31,"Yes","Travel_Frequently",307,"Research & Development",29,2,"Medical",3,"Male",71,2,1,"Laboratory Technician",2,"Single",3479,11652,0,"No",11,3,2,0,6,2,4,5,4,1,4
31,"Yes","Travel_Frequently",307,"Research & Development",29,2,"Medical",3,"Male",71,2,1,"Laboratory Technician",2,"Single",3479,11652,0,"No",11,3,2,0,6,2,4,5,4,1,4
31,"Yes","Travel_Frequently",307,"Research & Development",29,2,"Medical",3,"Male",71,2,1,"Laboratory Technician",2,"Single",3479,11652,0,"No",11,3,2,0,6,2,4,5,4,1,4
26,"Yes","Travel_Rarely",1449,"Research & Development",16,4,"Medical",1,"Male",45,3,1,"Laboratory Technician",2,"Divorced",2373,14180,2,"Yes",13,3,4,1,5,2,3,3,2,0,2
26,"Yes","Travel_Rarely",1449,"Research & Development",16,4,"Medical",1,"Male",45,3,1,"Laboratory Technician",2,"Divorced",2373,14180,2,"Yes",13,3,4,1,5,2,3,3,2,0,2
26,"Yes","Travel_Rarely",1449,"Research & Development",16,4,"Medical",1,"Male",45,3,1,"Laboratory Technician",2,"Divorced",2373,14180,2,"Yes",13,3,4,1,5,2,3,3,2,0,2
26,"Yes","Travel_Rarely",1449,"Research & Development",16,4,"Medical",1,"Male",45,3,1,"Laboratory Technician",2,"Divorced",2373,14180,2,"Yes",13,3,4,1,5,2,3,3,2,0,2
26,"Yes","Travel_Rarely",1449,"Research & Development",16,4,"Medical",1,"Male",45,3,1,"Laboratory Technician",2,"Divorced",2373,14180,2,"Yes",13,3,4,1,5,2,3,3,2,0,2
18,"Yes","Travel_Rarely",230,"Research & Development",3,3,"Life Sciences",3,"Male",54,3,1,"Laboratory Technician",3,"Single",1420,25233,1,"No",13,3,3,0,0,2,3,0,0,0,0
18,"Yes","Travel_Rarely",230,"Research & Development",3,3,"Life Sciences",3,"Male",54,3,1,"Laboratory Technician",3,"Single",1420,25233,1,"No",13,3,3,0,0,2,3,0,0,0,0
18,"Yes","Travel_Rarely",230,"Research & Development",3,3,"Life Sciences",3,"Male",54,3,1,"Laboratory Technician",3,"Single",1420,25233,1,"No",13,3,3,0,0,2,3,0,0,0,0
18,"Yes","Travel_Rarely",230,"Research & Development",3,3,"Life Sciences",3,"Male",54,3,1,"Laboratory Technician",3,"Single",1420,25233,1,"No",13,3,3,0,0,2,3,0,0,0,0
18,"Yes","Travel_Rarely",230,"Research & Development",3,3,"Life Sciences",3,"Male",54,3,1,"Laboratory Technician",3,"Single",1420,25233,1,"No",13,3,3,0,0,2,3,0,0,0,0
28,"Yes","Travel_Rarely",1157,"Research & Development",2,4,"Medical",1,"Male",84,1,1,"Research Scientist",4,"Married",3464,24737,5,"Yes",13,3,4,0,5,4,2,3,2,2,2
28,"Yes","Travel_Rarely",1157,"Research & Development",2,4,"Medical",1,"Male",84,1,1,"Research Scientist",4,"Married",3464,24737,5,"Yes",13,3,4,0,5,4,2,3,2,2,2
28,"Yes","Travel_Rarely",1157,"Research & Development",2,4,"Medical",1,"Male",84,1,1,"Research Scientist",4,"Married",3464,24737,5,"Yes",13,3,4,0,5,4,2,3,2,2,2
28,"Yes","Travel_Rarely",1157,"Research & Development",2,4,"Medical",1,"Male",84,1,1,"Research Scientist",4,"Married",3464,24737,5,"Yes",13,3,4,0,5,4,2,3,2,2,2
28,"Yes","Travel_Rarely",1157,"Research & Development",2,4,"Medical",1,"Male",84,1,1,"Research Scientist",4,"Married",3464,24737,5,"Yes",13,3,4,0,5,4,2,3,2,2,2
39,"Yes","Travel_Rarely",1162,"Sales",3,2,"Medical",4,"Female",41,3,2,"Sales Executive",3,"Married",5238,17778,4,"Yes",18,3,1,0,12,3,2,1,0,0,0
39,"Yes","Travel_Rarely",1162,"Sales",3,2,"Medical",4,"Female",41,3,2,"Sales Executive",3,"Married",5238,17778,4,"Yes",18,3,1,0,12,3,2,1,0,0,0
39,"Yes","Travel_Rarely",1162,"Sales",3,2,"Medical",4,"Female",41,3,2,"Sales Executive",3,"Married",5238,17778,4,"Yes",18,3,1,0,12,3,2,1,0,0,0
39,"Yes","Travel_Rarely",1162,"Sales",3,2,"Medical",4,"Female",41,3,2,"Sales Executive",3,"Married",5238,17778,4,"Yes",18,3,1,0,12,3,2,1,0,0,0
39,"Yes","Travel_Rarely",1162,"Sales",3,2,"Medical",4,"Female",41,3,2,"Sales Executive",3,"Married",5238,17778,4,"Yes",18,3,1,0,12,3,2,1,0,0,0
29,"Yes","Travel_Rarely",318,"Research & Development",8,4,"Other",2,"Male",77,1,1,"Laboratory Technician",1,"Married",2119,4759,1,"Yes",11,3,4,0,7,4,2,7,7,0,7
29,"Yes","Travel_Rarely",318,"Research & Development",8,4,"Other",2,"Male",77,1,1,"Laboratory Technician",1,"Married",2119,4759,1,"Yes",11,3,4,0,7,4,2,7,7,0,7
29,"Yes","Travel_Rarely",318,"Research & Development",8,4,"Other",2,"Male",77,1,1,"Laboratory Technician",1,"Married",2119,4759,1,"Yes",11,3,4,0,7,4,2,7,7,0,7
29,"Yes","Travel_Rarely",318,"Research & Development",8,4,"Other",2,"Male",77,1,1,"Laboratory Technician",1,"Married",2119,4759,1,"Yes",11,3,4,0,7,4,2,7,7,0,7
29,"Yes","Travel_Rarely",318,"Research & Development",8,4,"Other",2,"Male",77,1,1,"Laboratory Technician",1,"Married",2119,4759,1,"Yes",11,3,4,0,7,4,2,7,7,0,7
21,"Yes","Travel_Frequently",756,"Sales",1,1,"Technical Degree",1,"Female",99,2,1,"Sales Representative",2,"Single",2174,9150,1,"Yes",11,3,3,0,3,3,3,3,2,1,2
21,"Yes","Travel_Frequently",756,"Sales",1,1,"Technical Degree",1,"Female",99,2,1,"Sales Representative",2,"Single",2174,9150,1,"Yes",11,3,3,0,3,3,3,3,2,1,2
21,"Yes","Travel_Frequently",756,"Sales",1,1,"Technical Degree",1,"Female",99,2,1,"Sales Representative",2,"Single",2174,9150,1,"Yes",11,3,3,0,3,3,3,3,2,1,2
21,"Yes","Travel_Frequently",756,"Sales",1,1,"Technical Degree",1,"Female",99,2,1,"Sales Representative",2,"Single",2174,9150,1,"Yes",11,3,3,0,3,3,3,3,2,1,2
21,"Yes","Travel_Frequently",756,"Sales",1,1,"Technical Degree",1,"Female",99,2,1,"Sales Representative",2,"Single",2174,9150,1,"Yes",11,3,3,0,3,3,3,3,2,1,2
33,"Yes","Travel_Rarely",350,"Sales",5,3,"Marketing",4,"Female",34,3,1,"Sales Representative",3,"Single",2851,9150,1,"Yes",13,3,2,0,1,2,3,1,0,0,0
33,"Yes","Travel_Rarely",350,"Sales",5,3,"Marketing",4,"Female",34,3,1,"Sales Representative",3,"Single",2851,9150,1,"Yes",13,3,2,0,1,2,3,1,0,0,0
33,"Yes","Travel_Rarely",350,"Sales",5,3,"Marketing",4,"Female",34,3,1,"Sales Representative",3,"Single",2851,9150,1,"Yes",13,3,2,0,1,2,3,1,0,0,0
33,"Yes","Travel_Rarely",350,"Sales",5,3,"Marketing",4,"Female",34,3,1,"Sales Representative",3,"Single",2851,9150,1,"Yes",13,3,2,0,1,2,3,1,0,0,0
33,"Yes","Travel_Rarely",350,"Sales",5,3,"Marketing",4,"Female",34,3,1,"Sales Representative",3,"Single",2851,9150,1,"Yes",13,3,2,0,1,2,3,1,0,0,0
34,"Yes","Non-Travel",1362,"Sales",19,3,"Marketing",1,"Male",67,4,2,"Sales Executive",4,"Single",5304,4652,8,"Yes",13,3,2,0,9,3,2,5,2,0,4
34,"Yes","Non-Travel",1362,"Sales",19,3,"Marketing",1,"Male",67,4,2,"Sales Executive",4,"Single",5304,4652,8,"Yes",13,3,2,0,9,3,2,5,2,0,4
34,"Yes","Non-Travel",1362,"Sales",19,3,"Marketing",1,"Male",67,4,2,"Sales Executive",4,"Single",5304,4652,8,"Yes",13,3,2,0,9,3,2,5,2,0,4
34,"Yes","Non-Travel",1362,"Sales",19,3,"Marketing",1,"Male",67,4,2,"Sales Executive",4,"Single",5304,4652,8,"Yes",13,3,2,0,9,3,2,5,2,0,4
34,"Yes","Non-Travel",1362,"Sales",19,3,"Marketing",1,"Male",67,4,2,"Sales Executive",4,"Single",5304,4652,8,"Yes",13,3,2,0,9,3,2,5,2,0,4
24,"Yes","Travel_Rarely",1448,"Sales",1,1,"Technical Degree",1,"Female",62,3,1,"Sales Representative",2,"Single",3202,21972,1,"Yes",16,3,2,0,6,4,3,5,3,1,4
24,"Yes","Travel_Rarely",1448,"Sales",1,1,"Technical Degree",1,"Female",62,3,1,"Sales Representative",2,"Single",3202,21972,1,"Yes",16,3,2,0,6,4,3,5,3,1,4
24,"Yes","Travel_Rarely",1448,"Sales",1,1,"Technical Degree",1,"Female",62,3,1,"Sales Representative",2,"Single",3202,21972,1,"Yes",16,3,2,0,6,4,3,5,3,1,4
24,"Yes","Travel_Rarely",1448,"Sales",1,1,"Technical Degree",1,"Female",62,3,1,"Sales Representative",2,"Single",3202,21972,1,"Yes",16,3,2,0,6,4,3,5,3,1,4
24,"Yes","Travel_Rarely",1448,"Sales",1,1,"Technical Degree",1,"Female",62,3,1,"Sales Representative",2,"Single",3202,21972,1,"Yes",16,3,2,0,6,4,3,5,3,1,4
34,"Yes","Travel_Frequently",296,"Sales",6,2,"Marketing",4,"Female",33,1,1,"Sales Representative",3,"Divorced",2351,12253,0,"No",16,3,4,1,3,3,2,2,2,1,0
34,"Yes","Travel_Frequently",296,"Sales",6,2,"Marketing",4,"Female",33,1,1,"Sales Representative",3,"Divorced",2351,12253,0,"No",16,3,4,1,3,3,2,2,2,1,0
34,"Yes","Travel_Frequently",296,"Sales",6,2,"Marketing",4,"Female",33,1,1,"Sales Representative",3,"Divorced",2351,12253,0,"No",16,3,4,1,3,3,2,2,2,1,0
34,"Yes","Travel_Frequently",296,"Sales",6,2,"Marketing",4,"Female",33,1,1,"Sales Representative",3,"Divorced",2351,12253,0,"No",16,3,4,1,3,3,2,2,2,1,0
34,"Yes","Travel_Frequently",296,"Sales",6,2,"Marketing",4,"Female",33,1,1,"Sales Representative",3,"Divorced",2351,12253,0,"No",16,3,4,1,3,3,2,2,2,1,0
29,"Yes","Travel_Rarely",408,"Research & Development",25,5,"Technical Degree",3,"Female",71,2,1,"Research Scientist",2,"Married",2546,18300,5,"No",16,3,2,0,6,2,4,2,2,1,1
29,"Yes","Travel_Rarely",408,"Research & Development",25,5,"Technical Degree",3,"Female",71,2,1,"Research Scientist",2,"Married",2546,18300,5,"No",16,3,2,0,6,2,4,2,2,1,1
29,"Yes","Travel_Rarely",408,"Research & Development",25,5,"Technical Degree",3,"Female",71,2,1,"Research Scientist",2,"Married",2546,18300,5,"No",16,3,2,0,6,2,4,2,2,1,1
29,"Yes","Travel_Rarely",408,"Research & Development",25,5,"Technical Degree",3,"Female",71,2,1,"Research Scientist",2,"Married",2546,18300,5,"No",16,3,2,0,6,2,4,2,2,1,1
29,"Yes","Travel_Rarely",408,"Research & Development",25,5,"Technical Degree",3,"Female",71,2,1,"Research Scientist",2,"Married",2546,18300,5,"No",16,3,2,0,6,2,4,2,2,1,1
19,"Yes","Travel_Rarely",489,"Human Resources",2,2,"Technical Degree",1,"Male",52,2,1,"Human Resources",4,"Single",2564,18437,1,"No",12,3,3,0,1,3,4,1,0,0,0
19,"Yes","Travel_Rarely",489,"Human Resources",2,2,"Technical Degree",1,"Male",52,2,1,"Human Resources",4,"Single",2564,18437,1,"No",12,3,3,0,1,3,4,1,0,0,0
19,"Yes","Travel_Rarely",489,"Human Resources",2,2,"Technical Degree",1,"Male",52,2,1,"Human Resources",4,"Single",2564,18437,1,"No",12,3,3,0,1,3,4,1,0,0,0
19,"Yes","Travel_Rarely",489,"Human Resources",2,2,"Technical Degree",1,"Male",52,2,1,"Human Resources",4,"Single",2564,18437,1,"No",12,3,3,0,1,3,4,1,0,0,0
19,"Yes","Travel_Rarely",489,"Human Resources",2,2,"Technical Degree",1,"Male",52,2,1,"Human Resources",4,"Single",2564,18437,1,"No",12,3,3,0,1,3,4,1,0,0,0
